spec,lemma,best_avg_acc,sense1,sense2,pos1,pos2,sense1_freq,sense2_freq,max_samp
elmo,sound,0.9603999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1292504.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1292504.015,NOUN,VERB,78,52,2000
elmo,fish,0.8230999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247347.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247347.007,NOUN,VERB,39,34,2000
elmo,scene,0.6689,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1287660.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1287660.008,NOUN,NOUN,54,34,2000
elmo,case,0.7826000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1231100.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1231100.009,NOUN,NOUN,218,101,2000
elmo,come,0.8447999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1234657.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1234657.009,VERB,VERB,681,206,2000
elmo,glance,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1250995.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1250995.006,VERB,NOUN,47,27,2000
elmo,set,0.9916,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289371.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289370.016,NOUN,VERB,169,163,2000
elmo,speech,0.8132999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1292969.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1292969.001,NOUN,NOUN,32,21,2000
elmo,heavy,0.5582,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1254116.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1254116.007,ADJ,ADJ,39,22,2000
elmo,year,0.6253,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1307589.002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1307589.006,NOUN,NOUN,782,39,2000
elmo,part,0.6488000000000002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1275784.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1275784.009,NOUN,NOUN,175,66,2000
elmo,term,0.8874000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1297843.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1297843.001,NOUN,NOUN,79,75,2000
elmo,go,0.9705999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1251252.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1251252.023,VERB,VERB,744,245,2000
elmo,chest,0.8392,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1232499.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1232499.004,NOUN,NOUN,48,46,2000
elmo,number,0.7287000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1272399.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1272399.001,NOUN,NOUN,285,61,2000
elmo,expression,0.9640000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1245687.009,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1245687.001,NOUN,NOUN,58,30,2000
elmo,condition,0.7757,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235196.006,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235196.009,NOUN,NOUN,39,31,2000
elmo,deal,0.9966999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1238634.007,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1238634.013,VERB,NOUN,134,43,2000
elmo,less,0.6952999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263053.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263859.001,ADV,ADJ,123,31,2000
elmo,too,0.9892000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299350.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299350.003,ADV,ADV,297,205,2000
elmo,information,0.656,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1258019.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1258019.003,NOUN,NOUN,300,30,2000
elmo,touch,0.9681000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299578.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299578.023,VERB,NOUN,61,23,2000
elmo,move,0.8173,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1269570.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1269570.011,VERB,VERB,293,24,2000
elmo,away,0.7474000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1224068.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1224068.006,ADV,ADV,155,30,2000
elmo,different,0.641,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1240277.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1240277.003,ADJ,ADJ,173,67,2000
elmo,else,0.6484,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1243711.002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1243711.001,ADV,ADV,48,30,2000
elmo,sentence,0.7896,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289107.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289107.003,NOUN,NOUN,39,22,2000
elmo,pressure,0.8722,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280534.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280534.003,NOUN,NOUN,77,58,2000
elmo,best,0.5645999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1226116.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1251501.004,ADJ,ADJ,124,131,2000
elmo,soil,0.6567000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1292154.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1292155.004,NOUN,NOUN,28,22,2000
elmo,support,0.9550999999999998,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1295942.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1295942.016,VERB,NOUN,188,136,2000
elmo,order,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273820.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273820.032,NOUN,VERB,91,47,2000
elmo,individual,0.6921999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1257786.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1257786.002,ADJ,ADJ,61,22,2000
elmo,end,0.8295,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1244023.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1244023.006,NOUN,NOUN,160,87,2000
elmo,people,0.8032999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1276782.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1276782.007,NOUN,NOUN,731,52,2000
elmo,tear,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1297381.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1297382.001,VERB,NOUN,37,24,2000
elmo,exercise,0.9614,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1245490.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1245490.007,NOUN,VERB,46,38,2000
elmo,early,0.9051,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1242798.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1242798.007,ADJ,ADV,198,85,2000
elmo,find,0.6829000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247107.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247107.008,VERB,VERB,454,441,2000
elmo,school,0.6481,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1287761.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1287761.006,NOUN,NOUN,299,28,2000
elmo,list,0.9911999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263771.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263771.007,NOUN,VERB,168,68,2000
elmo,issue,0.9776999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1259315.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1259315.009,NOUN,VERB,201,70,2000
elmo,ask,0.8274000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1223272.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1223272.004,VERB,VERB,545,208,2000
elmo,great,0.7609,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1252093.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1252093.007,ADJ,ADJ,290,165,2000
elmo,when,0.5550999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305963.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305963.005,ADV,CONJ,364,106,2000
elmo,train,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299837.011,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299837.001,NOUN,VERB,50,58,2000
elmo,wood,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306904.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306904.005,NOUN,NOUN,44,21,2000
elmo,account,0.9071,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219574.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219574.001,NOUN,NOUN,54,38,2000
elmo,then,0.8603999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1298166.002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1298166.004,ADV,ADV,591,227,2000
elmo,add,0.8446999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219879.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219879.009,VERB,VERB,214,64,2000
elmo,up,0.942,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1302984.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1302984.012,ADV,ADV,64,22,2000
elmo,just,0.7445,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1260351.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1260351.004,ADV,ADV,759,142,2000
elmo,central,0.9791000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1231691.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1231691.004,ADJ,ADJ,27,21,2000
elmo,long,0.8955,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1264221.025,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1264221.001,ADV,ADJ,168,138,2000
elmo,more,0.5991,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1269205.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1269205.005,ADV,ADV,389,111,2000
elmo,hall,0.8021,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1253236.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1253236.003,NOUN,NOUN,42,22,2000
elmo,interest,0.7736999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1258561.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1258561.006,NOUN,NOUN,115,48,2000
elmo,better,0.6867000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1226175.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1226175.006,ADJ,ADV,210,77,2000
elmo,gather,0.7072,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1250220.002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1250220.001,VERB,VERB,31,25,2000
elmo,real,0.6555,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283275.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283275.001,ADJ,ADJ,69,46,2000
elmo,feed,0.8991,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246544.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246544.016,VERB,NOUN,73,39,2000
elmo,lose,0.6932,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1264407.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1264407.016,VERB,VERB,197,27,2000
elmo,score,0.9847999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1287919.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1287919.014,NOUN,VERB,34,22,2000
elmo,private,0.8907,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280823.009,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280823.001,ADJ,ADJ,38,26,2000
elmo,allow,0.6422,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1221081.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1221081.006,VERB,VERB,139,87,2000
elmo,stand,0.8496,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293803.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293803.013,VERB,VERB,199,76,2000
elmo,regular,0.5546,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283968.013,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283968.001,ADJ,ADJ,23,22,2000
elmo,living,0.6695,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263900.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263900.001,VERB,VERB,189,188,2000
elmo,return,0.79,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284725.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284725.005,VERB,VERB,195,51,2000
elmo,spirit,0.6803999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293210.007,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293210.001,NOUN,NOUN,68,31,2000
elmo,wave,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305390.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305390.001,NOUN,VERB,51,28,2000
elmo,space,0.7777,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1292678.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1292678.012,NOUN,NOUN,45,36,2000
elmo,memory,0.6823,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1267090.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1267090.001,NOUN,NOUN,46,35,2000
elmo,common,0.7167999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1234788.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1234788.008,ADJ,ADJ,60,52,2000
elmo,cut,0.9159,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1237850.017,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1237850.038,VERB,NOUN,52,33,2000
elmo,authority,0.7815000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1223888.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1223888.004,NOUN,NOUN,53,33,2000
elmo,style,0.5688,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1295166.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1295166.006,NOUN,NOUN,103,27,2000
elmo,power,0.9009,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280001.002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280001.017,NOUN,NOUN,104,72,2000
elmo,service,0.5601,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289310.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289310.015,NOUN,NOUN,103,25,2000
elmo,form,0.9868,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.024,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.001,VERB,NOUN,97,68,2000
elmo,look,0.9122,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1264302.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1264302.013,VERB,VERB,587,265,2000
elmo,world,0.6378,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1307108.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1307108.006,NOUN,NOUN,369,102,2000
elmo,appear,0.8798,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1222474.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1222474.008,VERB,VERB,175,171,2000
elmo,be,0.7544,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1225404.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1225404.001,VERB,VERB,19555,1180,2000
elmo,purchase,0.9442,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1281893.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1281893.004,VERB,NOUN,72,51,2000
elmo,follow,0.7228,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248194.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248194.006,VERB,VERB,143,126,2000
elmo,status,0.5701,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294036.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294036.001,NOUN,NOUN,40,25,2000
elmo,story,0.6355999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294727.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294727.006,NOUN,NOUN,149,39,2000
elmo,miss,0.5932999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1268412.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1268412.013,VERB,VERB,83,24,2000
elmo,use,0.9461,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1303226.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1303226.008,VERB,VERB,1109,34,2000
elmo,most,0.6668000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1269360.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1269360.007,ADV,ADV,402,29,2000
elmo,approach,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1222560.009,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1222560.001,NOUN,VERB,81,68,2000
elmo,design,0.8815999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1239718.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1239718.004,NOUN,NOUN,75,31,2000
elmo,have,0.9212,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1253820.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1253820.034,VERB,VERB,2516,1792,2000
elmo,strike,0.817,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294954.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294954.017,VERB,VERB,39,25,2000
elmo,serve,0.8126000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289303.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289303.014,VERB,VERB,112,93,2000
elmo,whole,0.9743,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306243.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306243.006,ADJ,NOUN,170,26,2000
elmo,man,0.7763,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1265688.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1265688.010,NOUN,NOUN,848,157,2000
elmo,site,0.8154,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1291008.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1291008.004,NOUN,NOUN,125,29,2000
elmo,dark,0.8183,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1238353.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1238353.001,ADJ,ADJ,46,31,2000
elmo,watch,0.9294,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305222.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305222.010,VERB,NOUN,317,26,2000
elmo,stay,0.6547,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294061.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294061.001,VERB,VERB,78,49,2000
elmo,guide,0.9486000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1252703.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1252703.010,NOUN,VERB,28,23,2000
elmo,quite,0.5442,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1282538.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1282538.003,ADV,ADV,101,26,2000
elmo,plan,0.9733,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1278551.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1278551.008,NOUN,VERB,139,103,2000
elmo,address,0.9952,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219905.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219905.012,NOUN,VERB,74,62,2000
elmo,transfer,0.8638999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299918.010,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299918.001,NOUN,VERB,84,36,2000
elmo,must,0.8112,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1270091.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1270091.004,VERB,VERB,186,34,2000
elmo,house,0.9898,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1255965.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1256034.001,NOUN,NOUN,284,26,2000
elmo,action,0.6266,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219785.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219785.009,NOUN,NOUN,115,61,2000
elmo,dress,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1242048.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1242048.018,VERB,NOUN,44,41,2000
elmo,job,0.657,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1259910.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1259910.002,NOUN,NOUN,244,64,2000
elmo,where,0.9269000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305971.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305971.005,ADV,ADV,129,99,2000
elmo,quality,0.8596999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1282278.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1282278.005,NOUN,NOUN,67,36,2000
elmo,review,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284795.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284795.008,NOUN,VERB,57,47,2000
elmo,short,0.7956,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1290194.007,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1290194.001,ADJ,ADJ,58,36,2000
elmo,line,0.722,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263591.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263591.025,NOUN,NOUN,80,32,2000
elmo,produce,0.6153,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280954.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280954.005,VERB,VERB,126,54,2000
elmo,really,0.8431999999999998,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283295.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283295.004,ADV,ADV,304,44,2000
elmo,marry,0.6725999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266218.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266212.001,VERB,ADJ,62,32,2000
elmo,environment,0.8583000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1244401.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1244401.004,NOUN,NOUN,59,35,2000
elmo,know,0.7116,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1261363.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1261363.004,VERB,VERB,1465,203,2000
elmo,further,0.9129000000000002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1249623.011,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1249623.006,ADJ,ADV,89,74,2000
elmo,once,0.6939,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273373.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273373.003,ADV,ADV,104,50,2000
elmo,contact,0.6578,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235578.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235578.006,NOUN,NOUN,54,21,2000
elmo,deny,0.7121999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1239485.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1239485.002,VERB,VERB,50,31,2000
elmo,night,0.7517,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1271449.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1271449.005,NOUN,NOUN,112,73,2000
elmo,charge,0.8938,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1232154.015,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1232154.017,NOUN,NOUN,36,25,2000
elmo,white,0.8385,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306086.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306086.010,ADJ,ADJ,107,23,2000
elmo,couple,0.9987,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1236569.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1236569.003,NOUN,NOUN,62,33,2000
elmo,own,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1274748.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1274748.004,ADJ,VERB,446,89,2000
elmo,point,0.9999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1279055.011,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1279055.057,NOUN,VERB,143,122,2000
elmo,business,0.7558999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1229649.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1229649.001,NOUN,NOUN,157,39,2000
elmo,fail,0.7625,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246013.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246013.005,VERB,VERB,80,36,2000
elmo,leave,0.773,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1262701.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1262701.004,VERB,VERB,268,162,2000
elmo,pull,0.5698000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1281748.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1281748.009,VERB,VERB,90,30,2000
elmo,direct,0.9722,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1240564.002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1240564.013,ADJ,VERB,50,31,2000
elmo,sense,0.9287000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289077.002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289077.007,NOUN,NOUN,72,65,2000
elmo,production,0.8513,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280958.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280958.006,NOUN,NOUN,75,24,2000
elmo,let,0.9044000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263073.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263073.003,VERB,VERB,209,196,2000
elmo,place,0.9885999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1278491.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1278491.024,NOUN,VERB,231,173,2000
elmo,continue,0.7556,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235657.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235657.006,VERB,VERB,338,21,2000
elmo,stress,0.9463000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294921.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294921.007,NOUN,VERB,68,37,2000
