spec,lemma,best_avg_acc,sense1,sense2
[0],address,0.5835,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219905.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219905.012
[0],range,0.9503999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1282974.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1282974.026
[0],subject,0.8835000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1295267.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1295267.016
[0],cool,0.6755,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235852.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235852.008
[0],world,0.5271000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1307108.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1307108.006
[0],speech,0.6658,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1292969.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1292969.001
[0],hit,0.5727,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1255154.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1255154.021
[0],regular,0.6671999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283968.013,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283968.001
[0],fall,0.5555,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246101.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246101.020
[0],block,0.8177,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1227187.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1227187.026
[0],change,0.6687999999999998,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1232051.017,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1232051.001
[0],right,0.6400000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1285123.002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1285123.022
[0],actually,0.5549999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219820.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219820.002
[0],physical,0.5887999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1277818.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1277818.001
[0],appear,0.5319,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1222474.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1222474.008
[0],real,0.5580999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283275.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283275.001
[0],people,0.6552,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1276782.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1276782.007
[0],hard,0.5552,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1253534.009,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1253534.024
[0],man,0.5364000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1265688.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1265688.010
[0],yet,0.6338,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1307680.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1307680.007
[0],position,0.551,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1279710.009,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1279710.015
[0],quite,0.5758000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1282538.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1282538.003
[0],other,0.5252,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1274198.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1274198.004
[0],around,0.6003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1223011.011,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1223011.016
[0],market,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266136.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266136.008
[0],lot,0.6477999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1264426.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1264426.001
[0],party,0.5617,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1275850.002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1275850.001
[0],trial,0.6459999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1300233.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1300233.002
[0],include,0.5258,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1257529.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1257529.002
[0],section,0.8593999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1288470.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1288470.011
[0],phase,0.6493,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1277436.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1277436.007
[0],add,0.5492,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219879.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219879.009
[0],manage,0.6566,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1265693.007,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1265693.001
[0],environment,0.5681,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1244401.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1244401.004
[0],support,0.6248000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1295942.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1295942.016
[0],open,0.5359999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.045,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273535.068
[0],practice,0.7563000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280076.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280076.009
[0],report,0.7776,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284331.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284331.008
[0],matter,0.5511999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266535.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266535.014
[0],concern,0.8771999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235108.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235108.007
[0],individual,0.6182,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1257786.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1257786.002
[0],let,0.5593999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263073.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263073.003
[0],table,0.5455,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1296660.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1296660.006
[0],double,0.8542,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1241648.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1241648.025
[0],file,0.7838999999999998,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247009.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247009.001
[0],memory,0.674,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1267090.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1267090.001
[0],officer,0.5626,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1272989.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1272989.004
[0],lie,0.6283,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263316.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263316.004
[0],work,0.6590999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1307050.020,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1307050.009
[0],way,0.5215,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305429.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305429.005
[0],fly,0.5904,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248010.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248010.007
[0],water,0.5797,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305238.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305238.008
[0],total,0.8331,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299553.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299553.004
[0],condition,0.5721999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235196.006,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1235196.009
[0],put,0.5331,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1281994.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1281994.006
[0],say,0.8398999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1287486.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1287486.008
[0],however,0.6407999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1256065.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1256065.002
[0],form,0.6519,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.024,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248515.001
[0],define,0.633,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1239033.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1239033.004
[0],give,0.5347999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1250951.015,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1250951.001
[0],job,0.5424,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1259910.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1259910.002
[0],repeat,0.6123000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284285.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284285.005
[0],review,0.8119000000000002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284795.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284795.008
[0],shop,0.9460000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1290155.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1290168.001
[0],sentence,0.632,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289107.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289107.003
[0],second,0.6601,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1288373.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1288374.001
[0],catch,0.6546,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1231288.009,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1231288.001
[0],good,0.5262,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1251501.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1251501.004
[0],same,0.5447000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1286917.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1286917.003
[0],just,0.5262,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1260351.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1260351.004
[0],hold,0.5512,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1255308.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1255308.023
[0],close,0.8538,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1233814.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1233815.001
[0],too,0.5213000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299350.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299350.003
[0],benefit,0.6512,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1225926.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1225926.002
[0],system,0.5272,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1296611.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1296611.009
[0],represent,0.5756,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284352.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1284352.005
[0],well,0.5251999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305640.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305640.010
[0],fish,0.9469000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247347.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247347.007
[0],dress,0.6768000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1242048.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1242048.018
[0],south,0.5835000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1292573.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1292573.014
[0],more,0.5216000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1269205.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1269205.005
[0],early,0.5505,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1242798.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1242798.007
[0],need,0.5898,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1270832.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1270832.005
[0],stop,0.5934,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294654.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294654.007
[0],perform,0.5867000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1276921.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1276921.005
[0],grant,0.7464999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1251908.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1251908.004
[0],train,0.7394999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299837.011,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299837.001
[0],be,0.5187,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1225404.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1225404.001
[0],strong,0.5465,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1295023.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1295023.008
[0],mission,0.5992999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1268424.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1268424.004
[0],plant,0.6133,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1278596.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1278596.001
[0],new,0.5243,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1271187.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1271187.007
[0],column,0.7064,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1234609.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1234609.001
[0],do,0.5641,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1241237.035,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1241237.001
[0],service,0.5794,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289310.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289310.015
[0],interest,0.5852999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1258561.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1258561.006
[0],only,0.5949,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273443.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273443.005
[0],information,0.5616,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1258019.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1258019.003
[0],help,0.5416000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1254325.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1254325.010
[0],common,0.5573,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1234788.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1234788.008
[0],language,0.6321,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1262152.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1262152.005
[0],forward,0.6029000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248624.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248624.022
[0],power,0.5397,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280001.002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280001.017
[0],couple,0.5546,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1236569.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1236569.003
[0],deny,0.6585,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1239485.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1239485.002
[0],state,0.6938000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293954.006,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293954.016
[0],performance,0.5741,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1276922.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1276922.004
[0],girl,0.5506,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1250925.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1250925.001
[0],miss,0.6194999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1268412.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1268412.013
[0],age,0.5574000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1220381.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1220381.004
[0],come,0.5247999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1234657.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1234657.009
[0],enjoy,0.5925999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1244212.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1244212.004
[0],dark,0.5958,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1238353.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1238353.001
[0],less,0.561,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263053.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263859.001
[0],allow,0.5335,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1221081.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1221081.006
[0],post,0.8299000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1279744.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1279744.011
[0],expression,0.6029,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1245687.009,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1245687.001
[0],quality,0.5585000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1282278.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1282278.005
[0],feel,0.5195,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246555.010,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246555.017
[0],private,0.6153,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280823.009,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280823.001
[0],walk,0.699,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1304921.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1304921.020
[0],significant,0.6411,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1290641.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1290641.004
[0],exercise,0.6550999999999998,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1245490.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1245490.007
[0],determine,0.546,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1239831.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1239831.001
[0],number,0.5241,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1272399.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1272399.001
[0],field,0.5712,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246904.010,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246904.001
[0],land,0.6305,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1262067.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1262067.014
[0],course,0.6925999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1236587.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1236587.008
[0],face,0.604,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1245912.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1245912.017
[0],glance,0.8017,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1250995.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1250995.006
[0],rather,0.5445,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283099.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1283099.002
[0],act,0.6099,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219772.019,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219772.001
[0],heavy,0.6924,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1254116.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1254116.007
[0],list,0.8478,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263771.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263771.007
[0],make,0.5189,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1265484.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1265484.001
[0],floor,0.5565,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247829.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1247829.002
[0],watch,0.8028000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305222.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1305222.010
[0],see,0.5419,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1428150.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1428150.010
[0],keep,0.5253,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1260682.006,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1260682.001
[0],employ,0.5919999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1243895.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1243895.001
[0],life,0.5254000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263339.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1263339.012
[0],order,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273820.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1273820.032
[0],great,0.5468999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1252093.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1252093.007
[0],former,0.5951,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248537.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1248537.003
[0],different,0.5347000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1240277.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1240277.003
[0],will,0.9953,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1306429.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1307187.002
[0],lead,0.5451,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1262579.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1262579.008
[0],deal,0.5843,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1238634.007,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1238634.013
[0],feed,0.5611,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246544.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1246544.016
[0],care,0.5543000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1230840.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1230840.001
[0],jump,0.6693999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1260248.009,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1260248.001
[0],press,0.7045,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280512.025,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1280512.001
[0],short,0.5566,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1290194.007,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1290194.001
[0],set,0.5388,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289371.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1289370.016
[0],sound,0.6364,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1292504.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1292504.015
[0],mind,0.5817,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1268098.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1268098.009
[0],standard,0.8532,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293805.003,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1293805.016
[0],advance,0.728,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1220079.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1220080.001
[0],year,0.5474,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1307589.002,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1307589.006
[0],time,0.5259,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1298880.023,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1298880.005
[0],stem,0.7581,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294191.008,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294191.012
[0],pull,0.5866,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1281748.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1281748.009
[0],meet,0.9360999999999999,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266934.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1266936.001
[0],step,0.6428,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294221.013,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1294221.018
[0],trade,0.6715,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299768.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1299768.012
[0],energy,0.5951000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1244127.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1244127.006
[0],generation,0.6235,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1250445.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1250445.005
[0],agent,0.5779000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1220395.005,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1220395.001
[0],card,0.5778000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1230786.004,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1230786.001
[0],go,0.8519,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1251252.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1251252.023
[0],issue,0.7846,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1259315.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1259315.009
[0],long,0.5477000000000001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1264221.025,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1264221.001
[0],accept,0.5365,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219519.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1219519.009
[0],house,1.0,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1255965.001,/dictionary/sense/en_us_NOAD3e_2012/m_en_us1256034.001
